Encuesta;Fecha;Mes;Pais de procedencia;Ciudad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo
2665;2019-09-04;Septiembre;Ecuador;Quito;Extranjero;N/A;America latina;Masculino;28;21-45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
2666;2019-09-04;Septiembre;Austria;Viena;Extranjero;N/A;Europa;Femenino;24;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches
2667;2019-09-04;Septiembre;Austria;Viena;Extranjero;N/A;Europa;Femenino;26;21-45 años;Cultural;N/A;Alemán;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches
2668;2019-09-04;Septiembre;Austria;Viena;Extranjero;N/A;Europa;Masculino;76;Mas de 45 años;Otros;Informacion de Ciudad;Alemán;N/A;No responde;N/A;Aéreo;N/A;N/A
2669;2019-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2670;2019-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2671;2019-09-04;Septiembre;Colombia;Medellín;Nacional;Centro;N/A;Masculino;32;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
2672;2019-09-04;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;29;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2673;2019-09-04;Septiembre;Estados Unidos;Texas;Extranjero;N/A;Norteamerica;Masculino;26;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
2674;2019-09-04;Septiembre;México;Puebla;Extranjero;N/A;Norteamerica;Masculino;38;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2675;2019-09-04;Septiembre;México;Puebla;Extranjero;N/A;Norteamerica;Femenino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2676;2019-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2677;2019-09-04;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2678;2019-09-04;Septiembre;Colombia;Pasto;Nacional;Sur;N/A;Masculino;30;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;1;1 Noche
2679;2019-09-04;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;29;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2680;2019-09-04;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;25;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2681;2019-09-04;Septiembre;Chile;Santiago de Chile;Extranjero;N/A;America latina;Masculino;45;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2682;2019-09-04;Septiembre;Puerto Rico;San Juan de Puerto Rico;Extranjero;N/A;America latina;Femenino;23;21-45 años;Visita parientes o amigos;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2683;2019-09-04;Septiembre;Puerto Rico;San Juan de Puerto Rico;Extranjero;N/A;America latina;Masculino;26;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2684;2019-09-04;Septiembre;Venezuela;Mérida;Extranjero;N/A;America latina;Masculino;37;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Alojamiento rural;N/A;Terrestre público;10;7-10 Noches
2685;2019-09-04;Septiembre;Venezuela;Mérida;Extranjero;N/A;America latina;Masculino;34;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;10;7-10 Noches
2686;2019-09-05;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;61;Mas de 45 años;Recreacional o vacacional;N/A;Francés;N/A;Vivienda familiar o amigos;N/A;Aéreo;15;Mas de 10 Noches
2687;2019-09-05;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Femenino;70;Mas de 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2688;2019-09-05;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2689;2019-09-05;Septiembre;Argentina;Cordoba;Extranjero;N/A;America latina;Masculino;38;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
2690;2019-09-05;Septiembre;Brasil;Sorocaba;Extranjero;N/A;America latina;Masculino;21;21-45 años;Cultural;N/A;Portugués;N/A;Hotel;N/A;Aéreo;N/A;N/A
2691;2019-09-05;Septiembre;Inglaterra;Stratford;Extranjero;N/A;Europa;Femenino;20;0 - 20 años;Negocios;N/A;Inglés;N/A;Otros;N/A;Aéreo;270;Mas de 10 Noches
2692;2019-09-06;Septiembre;México;Ciudad de México;Extranjero;N/A;Norteamerica;Masculino;59;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2693;2019-09-06;Septiembre;México;Ciudad de México;Extranjero;N/A;Norteamerica;Femenino;56;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2694;2019-09-06;Septiembre;México;Ciudad de México;Extranjero;N/A;Norteamerica;Masculino;48;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2695;2019-09-06;Septiembre;Colombia;Medellín;Nacional;Centro;N/A;Masculino;26;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2696;2019-09-06;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2697;2019-09-06;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2698;2019-09-07;Septiembre;Bélgica;Brujas;Extranjero;N/A;Europa;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;N/A;N/A
2699;2019-09-07;Septiembre;Inglaterra;Londres;Extranjero;N/A;Europa;Femenino;46;Mas de 45 años;Negocios;N/A;Inglés;N/A;Hotel;N/A;Aéreo;N/A;N/A
2700;2019-09-07;Septiembre;Chile;Santiago de Chile;Extranjero;N/A;America latina;Femenino;41;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2701;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2702;2019-09-07;Septiembre;Bélgica;Brujas;Extranjero;N/A;Europa;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
2703;2019-09-07;Septiembre;Inglaterra;Londres;Extranjero;N/A;Europa;Femenino;46;Mas de 45 años;Negocios;N/A;Inglés;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2704;2019-09-07;Septiembre;Chile;Santiago de Chile;Extranjero;N/A;America latina;Femenino;41;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2705;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2706;2019-09-07;Septiembre;Colombia;Garagoa;Nacional;Centro;N/A;Femenino;44;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;60;Mas de 10 Noches
2707;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;63;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2708;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;80;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2709;2019-09-07;Septiembre;Colombia;Candelaria;Nacional;Occidente;N/A;Femenino;28;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre particular;2;2-3 Noches
2710;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2711;2019-09-07;Septiembre;Colombia;Cartagena;Nacional;Norte;N/A;Femenino;26;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;15;Mas de 10 Noches
2712;2019-09-07;Septiembre;Venezuela;Maracaibo;Extranjero;N/A;America latina;Femenino;21;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;Terrestre público;360;Mas de 10 Noches
2713;2019-09-07;Septiembre;México;Tijuana;Extranjero;N/A;Norteamerica;Femenino;28;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
2714;2019-09-07;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;70;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;10;7-10 Noches
2715;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2716;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2717;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;55;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2718;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2719;2019-09-07;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;28;21-45 años;Turismo rural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;4;4-6 Noches
2720;2019-09-07;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;48;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches
2721;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2722;2019-09-07;Septiembre;Venezuela;Táchira;Extranjero;N/A;America latina;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;24;Mas de 10 Noches
2723;2019-09-07;Septiembre;Colombia;Santa Marta;Nacional;Norte;N/A;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2724;2019-09-07;Septiembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;25;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;N/A;N/A
2725;2019-09-07;Septiembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches
2726;2019-09-07;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;58;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;5;4-6 Noches
2727;2019-09-07;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;64;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2728;2019-09-07;Septiembre;Colombia;Buenaventura;Nacional;Occidente;N/A;Femenino;28;21-45 años;Negocios;N/A;Español;N/A;Vivienda turística;N/A;Terrestre público;50;Mas de 10 Noches
2729;2019-09-08;Septiembre;Colombia;Bucaramanga;Nacional;Centro;N/A;Femenino;28;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;120;Mas de 10 Noches
2730;2019-09-08;Septiembre;Colombia;Barranquilla;Nacional;Norte;N/A;Femenino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2731;2019-09-08;Septiembre;Francia;Paris;Extranjero;N/A;Europa;Masculino;33;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2732;2019-09-08;Septiembre;Colombia;Ibagué;Nacional;Centro;N/A;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Terrestre público;3;2-3 Noches
2733;2019-09-08;Septiembre;Inglaterra;Londres;Extranjero;N/A;Europa;Masculino;32;21-45 años;Otros;Matrimonio;Inglés;N/A;Otros;N/A;Aéreo;3;2-3 Noches
2734;2019-09-08;Septiembre;Moldovia;Chisináu;Extranjero;N/A;Europa;Masculino;30;21-45 años;Otros;Matrimonio;Otro;Rumano;Otros;N/A;Aéreo;3;2-3 Noches
2735;2019-09-08;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;36;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Terrestre público;1;1 Noche
2736;2019-09-08;Septiembre;Colombia;Valledupar;Nacional;Norte;N/A;Masculino;30;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
2737;2019-09-08;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;38;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
2738;2019-09-08;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;45;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2739;2019-09-08;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;46;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2740;2019-09-08;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;27;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;1;1 Noche
2741;2019-09-08;Septiembre;Colombia;Neiva;Nacional;Centro;N/A;Femenino;26;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches
2742;2019-09-08;Septiembre;Colombia;Girardot;Nacional;Centro;N/A;Masculino;25;21-45 años;Negocios;N/A;Español;N/A;Vivienda turística;N/A;Terrestre público;3;2-3 Noches
2743;2019-09-08;Septiembre;Colombia;Girardota;Nacional;Centro;N/A;Femenino;25;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;3;2-3 Noches
2744;2019-09-08;Septiembre;Perú;Lima;Extranjero;N/A;America latina;Femenino;23;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2745;2019-09-08;Septiembre;Argentina;Rosario;Extranjero;N/A;America latina;Femenino;63;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
2746;2019-09-08;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;24;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches
2747;2019-09-08;Septiembre;Colombia;Villavicencio;Nacional;Oriente;N/A;Femenino;35;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;2;2-3 Noches
2748;2019-09-08;Septiembre;Colombia;Villavicencio;Nacional;Oriente;N/A;Femenino;35;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;2;2-3 Noches
2749;2019-09-08;Septiembre;Colombia;Ibagué;Nacional;Centro;N/A;Masculino;46;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;1;1 Noche
2750;2019-09-08;Septiembre;Colombia;Ibagué;Nacional;Centro;N/A;Femenino;44;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;1;1 Noche
2751;2019-09-08;Septiembre;Colombia;Montería;Nacional;Norte;N/A;Masculino;29;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;1;1 Noche
2752;2019-09-08;Septiembre;Colombia;Montería;Nacional;Norte;N/A;Masculino;24;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;1;1 Noche
2753;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2754;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2755;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;17;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2756;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;49;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2757;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;24;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2758;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;24;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2759;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2760;2019-09-09;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;34;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
2761;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2762;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;44;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2763;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2764;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;43;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2765;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;59;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2766;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2767;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;69;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2768;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2769;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;52;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2770;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2771;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;21;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2772;2019-09-09;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;40;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
2773;2019-09-09;Septiembre;Inglaterra;Liverpool;Extranjero;N/A;Europa;Masculino;37;21-45 años;Cultural;N/A;Inglés;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2774;2019-09-09;Septiembre;Colombia;Neiva;Nacional;Centro;N/A;Femenino;42;21-45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;2;2-3 Noches
2775;2019-09-09;Septiembre;Colombia;Cali;Local;Occidente;N/A;Femenino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2776;2019-09-10;Septiembre;Colombia;Cartagena;Nacional;Norte;N/A;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches
2777;2019-09-10;Septiembre;México;Lerma;Extranjero;N/A;Norteamerica;Masculino;37;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;14;Mas de 10 Noches
2778;2019-09-10;Septiembre;México;Lerma;Extranjero;N/A;Norteamerica;Femenino;41;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;7;7-10 Noches
2779;2019-09-10;Septiembre;Italia;Napoles;Extranjero;N/A;Europa;Masculino;37;21-45 años;Cultural;N/A;Italiano;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
2780;2019-09-10;Septiembre;España;Madrid;Extranjero;N/A;Europa;Femenino;51;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
2781;2019-09-10;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2782;2019-09-10;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2783;2019-09-10;Septiembre;México;Ciudad de México;Extranjero;N/A;Norteamerica;Masculino;37;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Aéreo;5;4-6 Noches
2784;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;24;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2785;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;26;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2786;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;24;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2787;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;27;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2788;2019-09-10;Septiembre;Colombia;Fusagasugá;Nacional;Centro;N/A;Masculino;27;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2789;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;21;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2790;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Femenino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2791;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Femenino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2792;2019-09-10;Septiembre;Colombia;Ocaña;Nacional;Norte;N/A;Masculino;21;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2793;2019-09-10;Septiembre;Colombia;Pasto;Nacional;Sur;N/A;Femenino;22;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2794;2019-09-10;Septiembre;Colombia;Manizales;Nacional;Centro;N/A;Masculino;24;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;Terrestre particular;5;4-6 Noches
2795;2019-09-10;Septiembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;61;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;15;Mas de 10 Noches
2796;2019-09-10;Septiembre;Venezuela;Caracas;Extranjero;N/A;America latina;Masculino;61;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;15;Mas de 10 Noches
2797;2019-09-11;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;64;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2798;2019-09-11;Septiembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
2799;2019-09-11;Septiembre;Ecuador;Cuenca;Extranjero;N/A;America latina;Masculino;46;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches
