Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedencia- Visitantes nacionales,Zona procedencia- Visitantes internacionales,Sexo,Edad,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Tiempo de estancia,Rango de Tiempo de estancia
1,01/04/2017,Enero,Croacia,No responde,Extranjero,N/A,Europa,Masculino,50,Más de 45 años,Cultural,N/A,Otro,Croata,Hotel,N/A,Aéreo,2,2 - 3 Noches
2,01/04/2017,Enero,Croacia,No responde,Extranjero,N/A,Europa,Femenino,53,Más de 45 años,Cultural,N/A,Otro,Croata,Hotel,N/A,Aéreo,2,2 - 3 Noches
3,01/04/2017,Enero,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Masculino,64,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,60,Más de 10 noches
4,01/05/2017,Enero,Holanda,No responde,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Otro,Neerlandes,Hotel,N/A,Aéreo,5,4 - 6 Noches
5,01/05/2017,Enero,Colombia,Tocaima,Nacional,Centro,N/A,Femenino,20,0-20 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,5,4 - 6 Noches
6,01/05/2017,Enero,Colombia,Tocaima,Nacional,Centro,N/A,Masculino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,5,4 - 6 Noches
7,01/05/2017,Enero,Colombia,Meta,Nacional,Oriente,N/A,Masculino,31,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre particular,4,4 - 6 Noches
8,01/05/2017,Enero,Colombia,Tolima,Nacional,Centro,N/A,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4,4 - 6 Noches
9,01/05/2017,Enero,Colombia,San Andres,Nacional,Norte,N/A,Masculino,29,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,12,Más de 10 noches
10,01/05/2017,Enero,Colombia,San Andres,Nacional,Norte,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,12,Más de 10 noches
11,01/05/2017,Enero,Taiwan,No responde,Extranjero,N/A,Asia,Masculino,55,Más de 45 años,Cultural,N/A,Otro,Mandarin,Hostal,N/A,Aéreo,5,4 - 6 Noches
12,01/05/2017,Enero,Perú,Lima,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
13,01/05/2017,Enero,Argentina,Tucuman,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
14,01/05/2017,Enero,Argentina,Tucuman,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 - 3 Noches
15,01/05/2017,Enero,Francia,Paris,Extranjero,N/A,Europa,Masculino,62,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,1,1 Noche
16,01/05/2017,Enero,México,Monterrey,Extranjero,N/A,America Latina,Femenino,42,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,12,Más de 10 noches
17,01/05/2017,Enero,España,No responde,Extranjero,N/A,Europa,Masculino,48,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
18,01/06/2017,Enero,Ecuador,Ambato,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,2,2 - 3 Noches
19,01/06/2017,Enero,Ecuador,Ambato,Extranjero,N/A,America Latina,Femenino,53,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Hotel,N/A,Terrestre público,2,2 - 3 Noches
20,01/06/2017,Enero,España,las Palmas,Extranjero,N/A,Europa,Masculino,53,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,20,Más de 10 noches
21,01/06/2017,Enero,Alemania,Meissen,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,12,Más de 10 noches
22,01/06/2017,Enero,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,12,Más de 10 noches
23,01/06/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,34,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,1,1 Noche
24,01/06/2017,Enero,Perú,Lima,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
25,01/06/2017,Enero,Argentina,Tandil,Extranjero,N/A,America Latina,Masculino,31,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 - 6 Noches
26,01/06/2017,Enero,España,Monda,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
27,01/06/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,65,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,4,4 - 6 Noches
28,01/06/2017,Enero,Francia,Belrers,Extranjero,N/A,Europa,Femenino,46,Más de 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
29,01/06/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 - 3 Noches
30,01/06/2017,Enero,Perú,arequipa,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 - 3 Noches
31,01/06/2017,Enero,Colombia,Medellin,Nacional,Centro,N/A,Masculino,29,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,,No responde
32,01/06/2017,Enero,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Femenino,25,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
33,01/06/2017,Enero,Alemania,Hamburgo,Extranjero,N/A,Europa,Masculino,20,0-20 años,Turismo rural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
34,01/06/2017,Enero,Alemania,Hamburgo,Extranjero,N/A,Europa,Femenino,20,0-20 años,Turismo rural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
35,01/06/2017,Enero,Francia,No responde,Extranjero,N/A,Europa,Femenino,48,Más de 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
36,01/07/2017,Enero,España,Barcelona,Extranjero,N/A,Europa,Masculino,25,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
37,01/07/2017,Enero,Francia,Burdeos,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1,1 Noche
38,01/07/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Femenino,33,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
39,01/07/2017,Enero,Perú,Lima,Extranjero,N/A,America Latina,Femenino,19,0-20 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
40,01/10/2017,Enero,Italia,Brescia,Extranjero,N/A,Europa,Masculino,26,21 - 45 años,Turismo rural,N/A,Italiano,N/A,Otros,N/A,Aéreo,240,Más de 10 noches
41,01/10/2017,Enero,Suiza,Zurich,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
42,01/10/2017,Enero,Colombia,Medellin,Nacional,Centro,N/A,Masculino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2,2 - 3 Noches
43,01/10/2017,Enero,Colombia,Neiva,Nacional,Centro,N/A,Femenino,22,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,1,1 Noche
44,01/11/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,36,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4,4 - 6 Noches
45,01/11/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,34,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4,4 - 6 Noches
46,01/11/2017,Enero,México,Queretaro,Extranjero,N/A,America Latina,Masculino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
47,01/11/2017,Enero,México,Queretaro,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
48,01/11/2017,Enero,México,Queretaro,Extranjero,N/A,America Latina,Masculino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
49,01/11/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,33,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
50,01/11/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
51,01/11/2017,Enero,Estados Unidos,Los Angeles,Extranjero,N/A,Norteamerica,Masculino,28,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,4,4 - 6 Noches
52,01/11/2017,Enero,Estados Unidos,Los Angeles,Extranjero,N/A,Norteamerica,Femenino,25,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,4,4 - 6 Noches
53,01/11/2017,Enero,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,31,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
54,01/11/2017,Enero,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,41,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
55,01/11/2017,Enero,Colombia,Choco,Nacional,Occidente,N/A,Masculino,26,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,28,Más de 10 noches
56,01/11/2017,Enero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,32,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,27,Más de 10 noches
57,01/12/2017,Enero,Italia,No responde,Extranjero,N/A,Europa,Femenino,44,21 - 45 años,Turismo rural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
58,01/12/2017,Enero,Colombia,Jamundi,Nacional,Occidente,N/A,Femenino,32,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
59,01/12/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Femenino,63,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
60,01/12/2017,Enero,Francia,Paris,Extranjero,N/A,Europa,Femenino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,20,Más de 10 noches
61,01/12/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,35,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
62,01/12/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,34,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,8,7 - 10 Noches
63,01/13/2017,Enero,Argentina,Rosario,Extranjero,N/A,America Latina,Femenino,35,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 - 3 Noches
64,01/13/2017,Enero,Argentina,Rosario,Extranjero,N/A,America Latina,Masculino,35,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 - 3 Noches
65,01/13/2017,Enero,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
66,01/13/2017,Enero,España,San Francisco,Extranjero,N/A,Europa,Femenino,38,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 - 3 Noches
67,01/13/2017,Enero,España,No responde,Extranjero,N/A,Europa,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
68,01/13/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
69,01/13/2017,Enero,Inglaterra,Londres,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,1,1 Noche
70,01/13/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,25,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
71,01/20/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Femenino,48,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
72,01/20/2017,Enero,Colombia,Palmira,Nacional,Occidente,N/A,Masculino,30,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,No responde,,No responde
73,01/20/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,35,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
74,01/20/2017,Enero,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,56,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 - 3 Noches
75,01/20/2017,Enero,Colombia,Tulua,Nacional,Occidente,N/A,Femenino,39,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 - 3 Noches
76,01/20/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,7,7 - 10 Noches
77,01/20/2017,Enero,Colombia,Cartago,Nacional,Occidente,N/A,Femenino,37,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4,4 - 6 Noches
78,01/20/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,57,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
79,01/20/2017,Enero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,No responde,,No responde
80,01/20/2017,Enero,Portugal,Braga,Extranjero,N/A,Europa,Femenino,22,21 - 45 años,Cultural,N/A,Portugues,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 - 6 Noches
81,01/20/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Femenino,35,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
82,01/20/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,37,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
83,01/20/2017,Enero,Ecuador,No responde,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,5,4 - 6 Noches
84,01/23/2017,Enero,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Masculino,58,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7,7 - 10 Noches
85,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,5,4 - 6 Noches
86,01/23/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
87,01/23/2017,Enero,Inglaterra,No responde,Extranjero,N/A,Europa,Femenino,64,Más de 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hostal,N/A,Aéreo,3,2 - 3 Noches
88,01/23/2017,Enero,España,No responde,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,35,Más de 10 noches
89,01/23/2017,Enero,Francia,No responde,Extranjero,N/A,Europa,Masculino,44,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,15,Más de 10 noches
90,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,55,Más de 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hotel,N/A,Aéreo,5,4 - 6 Noches
91,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,15,Más de 10 noches
92,01/23/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,20,Más de 10 noches
93,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,42,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 - 6 Noches
94,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
95,01/23/2017,Enero,Colombia,Armenia,Nacional,Centro,N/A,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 - 3 Noches
96,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,21,Más de 10 noches
97,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7,7 - 10 Noches
98,01/23/2017,Enero,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Masculino,58,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7,7 - 10 Noches
99,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,5,4 - 6 Noches
100,01/23/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
101,01/23/2017,Enero,Inglaterra,No responde,Extranjero,N/A,Europa,Femenino,64,Más de 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hostal,N/A,Aéreo,3,2 - 3 Noches
102,01/23/2017,Enero,España,No responde,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,35,Más de 10 noches
103,01/23/2017,Enero,Francia,No responde,Extranjero,N/A,Europa,Masculino,44,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,15,Más de 10 noches
104,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,55,Más de 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hotel,N/A,Aéreo,5,4 - 6 Noches
105,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,15,Más de 10 noches
106,01/23/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,20,Más de 10 noches
107,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,42,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 - 6 Noches
108,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
109,01/23/2017,Enero,Colombia,Armenia,Nacional,Centro,N/A,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 - 3 Noches
110,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,21,Más de 10 noches
111,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7,7 - 10 Noches
112,01/23/2017,Enero,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Masculino,58,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7,7 - 10 Noches
113,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,5,4 - 6 Noches
114,01/23/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,31,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
115,01/23/2017,Enero,Inglaterra,No responde,Extranjero,N/A,Europa,Femenino,64,Más de 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hostal,N/A,Aéreo,3,2 - 3 Noches
116,01/23/2017,Enero,España,No responde,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,35,Más de 10 noches
117,01/23/2017,Enero,Francia,No responde,Extranjero,N/A,Europa,Masculino,44,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Aéreo,15,Más de 10 noches
118,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,55,Más de 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hotel,N/A,Aéreo,5,4 - 6 Noches
119,01/23/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,60,Más de 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,15,Más de 10 noches
120,01/23/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,20,Más de 10 noches
121,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,42,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 - 6 Noches
122,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 - 6 Noches
123,01/23/2017,Enero,Colombia,Armenia,Nacional,Centro,N/A,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 - 3 Noches
124,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,21,Más de 10 noches
125,01/23/2017,Enero,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7,7 - 10 Noches
126,01/26/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Masculino,48,Más de 45 años,Visita parientes o amigos,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 - 3 Noches
127,01/26/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
128,01/26/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Femenino,51,Más de 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
129,01/26/2017,Enero,Holanda,No responde,Extranjero,N/A,Europa,Masculino,78,Más de 45 años,Recreacional o vacacional,N/A,Otro,neerlandes,Hotel,N/A,Aéreo,3,2 - 3 Noches
130,01/26/2017,Enero,Colombia,Cali,Local,Occidente,N/A,Masculino,28,21 - 45 años,Otros,Información de ciudad,Español,N/A,Reside,N/A,N/A,,N/A
131,01/26/2017,Enero,México,No responde,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 - 6 Noches
132,01/26/2017,Enero,Colombia,Villarica,Nacional,Occidente,N/A,Femenino,25,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
133,01/26/2017,Enero,Colombia,Armenia,Nacional,Centro,N/A,Femenino,38,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4,4 - 6 Noches
134,01/26/2017,Enero,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,35,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,31,Más de 10 noches
135,01/26/2017,Enero,Francia,No responde,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2,2 - 3 Noches
136,01/26/2017,Enero,Chile,No responde,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 - 3 Noches
137,01/26/2017,Enero,Alemania,No responde,Extranjero,N/A,Europa,Femenino,55,Más de 45 años,Turismo rural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,3,2 - 3 Noches
138,01/26/2017,Enero,Holanda,No responde,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Recreacional o vacacional,N/A,Otro,neerlandes,Hostal,N/A,Terrestre público,3,2 - 3 Noches
139,01/26/2017,Enero,Francia,No responde,Extranjero,N/A,Europa,Masculino,42,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hotel,N/A,Terrestre particular,2,2 - 3 Noches
140,02/01/2017,Febrero,Francia,No responde,Extranjero,N/A,Europa,Femenino,66,Más de 45 años,Turismo rural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,4,4 - 6 Noches
