Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedencia- Visitantes nacionales,Zona procedencia- Visitantes internacionales,Sexo,Edad,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Tiempo de estancia,Rango de Tiempo de estancia
287,11/04/2016,Abril,Colombia,Bucaramanga,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4,4 a 6 Noches
288,11/04/2016,Abril,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4,4 a 6 Noches
289,11/04/2016,Abril,Suiza,Lancy,Extranjero,N/A,Europa,Femenino,45,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
290,11/04/2016,Abril,Francia,Paris,Extranjero,N/A,Europa,Femenino,64,Más de 45 años,Turismo rural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,59,Más de 10 Noches
291,12/04/2016,Abril,México,Puebla,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,4,4 a 6 Noches
292,12/04/2016,Abril,Alemania,Colonia,Extranjero,N/A,Europa,Femenino,27,21 - 45 años,Recreacional o vacacional,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
293,12/04/2016,Abril,Canadá,Victoria,Extranjero,N/A,Norteamerica,Masculino,31,21 - 45 años,Turismo rural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
294,12/04/2016,Abril,Dinamarca,Copenhague,Extranjero,N/A,Europa,Masculino,37,21 - 45 años,Recreacional o vacacional,N/A,Otro,Danes,Hostal,N/A,Terrestre público,2,2 -3 Noches
295,04/13/2016,Abril,Ecuador,Puerto Villamil,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
296,04/13/2016,Abril,Ecuador,Puerto Villamil,Extranjero,N/A,America Latina,Masculino,36,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
297,04/13/2016,Abril,Ecuador,Puerto Villamil,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
298,04/13/2016,Abril,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,66,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
299,04/13/2016,Abril,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,48,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
300,04/13/2016,Abril,Suecia,Gotemburgo,Extranjero,N/A,Europa,Masculino,30,21 - 45 años,Cultural,N/A,Otro,Sueco,Hostal,N/A,Terrestre público,2,2 -3 Noches
301,04/13/2016,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,22,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
302,04/14/2016,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,60,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
303,04/14/2016,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
304,04/14/2016,Abril,Brasil,Salvador,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Turismo rural,N/A,Portugues,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
305,04/15/2016,Abril,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,43,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,5,4 a 6 Noches
306,04/15/2016,Abril,Francia,Rennes,Extranjero,N/A,Europa,Femenino,21,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
307,04/15/2016,Abril,Francia,Rennes,Extranjero,N/A,Europa,Femenino,29,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
308,04/15/2016,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,52,Más de 45 años,Otros motivos,Consulta Punto de Información - Información turistica,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
309,04/15/2016,Abril,Colombia,Cali,Local,Occidente,N/A,Masculino,19,0 - 20 años,Otros motivos,Consulta Punto de Información - Información turistica,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
310,04/16/2016,Abril,Francia,Paris,Extranjero,N/A,Europa,Femenino,32,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 -3 Noches
311,04/18/2016,Abril,Suiza,Ginebra,Extranjero,N/A,Europa,Masculino,34,21 - 45 años,Educación y/o Formación,N/A,Francés,N/A,Hostal,N/A,Aéreo,31,Más de 10 Noches
312,04/19/2016,Abril,Alemania,No responde,Extranjero,N/A,Europa,masculino,28,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,N/A,N/A
313,04/19/2016,Abril,Alemania,No responde,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,14,Más de 10 Noches
314,04/19/2016,Abril,Alemania,No responde,Extranjero,N/A,Europa,Masculino,30,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Terrestre público,14,Más de 10 Noches
315,04/19/2016,Abril,Estados Unidos,No responde,Extranjero,N/A,Norteamerica,Masculino,26,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,14,Más de 10 Noches
316,04/20/2016,Abril,Ecuador,Machala,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Terrestre público,1,1 Noche
317,04/20/2016,Abril,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Terrestre público,1,1 Noche
318,04/20/2016,Abril,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,23,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Terrestre público,1,1 Noche
319,04/20/2016,Abril,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Terrestre público,2,2 -3 Noches
320,04/20/2016,Abril,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,38,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,No responde,N/A,N/A
321,04/21/2016,Abril,Francia,Paris,Extranjero,N/A,Europa,Femenino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
322,04/21/2016,Abril,Francia,Paris,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
323,04/21/2016,Abril,Holanda,Ámsterdam,Extranjero,N/A,Europa,Masculino,40,21 - 45 años,Cultural,N/A,Otro,Holandes,Hostal,N/A,Aéreo,2,2 -3 Noches
324,04/21/2016,Abril,España,No responde,Extranjero,N/A,Europa,Masculino,70,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
325,04/21/2016,Abril,España,No responde,Extranjero,N/A,Europa,Femenino,62,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
326,04/21/2016,Abril,Colombia,Cali,Local,Occidente,N/A,Femenino,48,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
327,04/21/2016,Abril,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
328,04/21/2016,Abril,Perú,Tacna,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
329,04/21/2016,Abril,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
330,04/21/2016,Abril,Argentina,Salta,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
331,04/21/2016,Abril,Estados Unidos,Troy,Extranjero,N/A,Norteamerica,Masculino,26,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
332,04/21/2016,Abril,Republica Checa,Praga,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Otro,Checo,Hostal,N/A,Aéreo,3,2 -3 Noches
333,04/21/2016,Abril,Argentina,Santa Fe,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
334,04/21/2016,Abril,Argentina,Santa Fe,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
335,04/21/2016,Abril,Argentina,Santa Fe,Extranjero,N/A,America Latina,Masculino,32,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
336,04/22/2016,Abril,México,México,Extranjero,N/A,America Latina,Femenino,22,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4,4 a 6 Noches
337,04/22/2016,Abril,México,México,Extranjero,N/A,America Latina,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4,4 a 6 Noches
338,04/22/2016,Abril,México,México,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4,4 a 6 Noches
339,04/26/2016,Abril,México,México,Extranjero,N/A,America Latina,Masculino,41,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
340,04/26/2016,Abril,Argentina,Mendoza,Extranjero,N/A,America Latina,Masculino,34,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 a 6 Noches
341,04/26/2016,Abril,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,22,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,4,4 a 6 Noches
342,04/26/2016,Abril,Alemania,Colonia,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,2,2 -3 Noches
343,04/26/2016,Abril,Alemania,Zúrich,Extranjero,N/A,Europa,Masculino,40,21 - 45 años,Educación y/o Formación,N/A,Alemán,N/A,Hotel,N/A,Aéreo,2,2 -3 Noches
344,04/26/2016,Abril,Chile,Santiago,Extranjero,N/A,America Latina,Femenino,33,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
345,04/26/2016,Abril,Chile,Santiago,Extranjero,N/A,America Latina,Femenino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
346,04/26/2016,Abril,Francia,Paris,Extranjero,N/A,Europa,Femenino,61,Más de 45 años,Visita parientes o amigos,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,59,Más de 10 Noches
347,04/27/2016,Abril,Brasil,Rio de Janeiro,Extranjero,N/A,America Latina,Masculino,37,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
348,04/27/2016,Abril,Italia,No responde,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Otro,Italiano,Vivienda familiar o amigos,N/A,Terrestre público,2,2 -3 Noches
349,04/27/2016,Abril,Colombia,Popayan,Nacional,Occidente,N/A,Masculino,18,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
350,04/27/2016,Abril,Colombia,Mocoa,Nacional,Sur,N/A,Masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
351,04/28/2016,Abril,Brasil,Rio de Janeiro,Extranjero,N/A,America Latina,Masculino,85,Más de 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
352,04/28/2016,Abril,Australia,Melbourne,Extranjero,N/A,Oceania,Femenino,21,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
353,04/28/2016,Abril,Alemania,Munich,Extranjero,N/A,Europa,Femenino,19,0 - 20 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
354,04/28/2016,Abril,Holanda,Ámsterdam,Extranjero,N/A,Europa,Femenino,23,21 - 45 años,Cultural,N/A,Otro,Holandes,Hostal,N/A,Terrestre público,1,1 Noche
355,04/28/2016,Abril,Canadá,No responde,Extranjero,N/A,Norteamerica,Femenino,53,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,90,Más de 10 Noches
356,04/29/2016,Abril,Argentina,La Rioja,Extranjero,N/A,America Latina,Femenino,29,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
357,04/30/2016,Abril,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
358,04/30/2016,Abril,España,Malaga,Extranjero,N/A,Europa,Masculino,32,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
359,04/30/2016,Abril,Chile,Puerto Montt,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
360,04/30/2016,Abril,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,33,21 - 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,2,2 -3 Noches
361,04/30/2016,Abril,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,30,21 - 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,12,Más de 10 Noches
362,04/30/2016,Abril,Francia,Lyon,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,1,1 Noche
363,02/05/2016,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,44,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
364,02/05/2016,Mayo,España,Barcelona,Extranjero,N/A,Europa,Masculino,35,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
365,02/05/2016,Mayo,Francia,Lyon,Extranjero,N/A,Europa,Masculino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2,2 -3 Noches
366,02/05/2016,Mayo,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,35,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,7,7 a 10 Noches
367,03/05/2016,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,42,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2,2 -3 Noches
368,03/05/2016,Mayo,Portugal,Leiria,Extranjero,N/A,Europa,Femenino,22,21 - 45 años,Cultural,N/A,Portugues,N/A,No responde,N/A,Terrestre público,3,2 -3 Noches
369,03/05/2016,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
370,03/05/2016,Mayo,Argentina,Santa Fe,Extranjero,N/A,America Latina,Masculino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
371,03/05/2016,Mayo,Argentina,Sarmiento,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
372,03/05/2016,Mayo,Argentina,Sarmiento,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
373,03/05/2016,Mayo,Argentina,Sarmiento,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
374,03/05/2016,Mayo,Chile,Santiago,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
375,04/05/2016,Mayo,Italia,No responde,Extranjero,N/A,Europa,Masculino,29,21 - 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,7,7 a 10 Noches
376,04/05/2016,Mayo,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,15,Más de 10 Noches
377,05/05/2016,Mayo,México,México,Extranjero,N/A,America Latina,Masculino,38,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1,1 Noche
378,05/05/2016,Mayo,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,23,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,6,4 a 6 Noches
379,05/05/2016,Mayo,Argentina,Cordoba,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
380,05/05/2016,Mayo,Alemania,Bavaria,Extranjero,N/A,Europa,Femenino,67,Más de 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,6,4 a 6 Noches
381,05/05/2016,Mayo,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,20,0 - 20 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
382,05/05/2016,Mayo,Inglaterra,Bruselas,Extranjero,N/A,Europa,Masculino,45,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
383,06/05/2016,Mayo,Holanda,Eindhoven,Extranjero,N/A,Europa,Masculino,66,Más de 45 años,Cultural,N/A,Otro,Holandes,Hotel,N/A,Aéreo,2,2 -3 Noches
384,06/05/2016,Mayo,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,48,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,No responde,2,2 -3 Noches
385,06/05/2016,Mayo,Uruguay,Montevideo,Extranjero,N/A,America Latina,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,3,2 -3 Noches
386,06/05/2016,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,3,2 -3 Noches
387,06/05/2016,Mayo,Venezuela,Barinas,Extranjero,N/A,America Latina,Masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,20,Más de 10 Noches
388,06/05/2016,Mayo,Venezuela,Barinas,Extranjero,N/A,America Latina,Masculino,20,0 - 20 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,20,Más de 10 Noches
389,06/05/2016,Mayo,Colombia,Medellín,Nacional,Centro,N/A,Femenino,22,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,8,7 a 10 Noches
390,06/05/2016,Mayo,Bélgica,No responde,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Cultural,N/A,Otro,neerlandés,Hotel,N/A,Terrestre particular,2,2 -3 Noches
391,06/05/2016,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,26,Más de 10 Noches
392,07/05/2016,Mayo,México,No responde,Extranjero,N/A,America Latina,Masculino,-,N/A,Cultural,N/A,Español,N/A,Hotel,N/A,No responde,N/A,N/A
393,07/05/2016,Mayo,Colombia,Armenia,Nacional,Centro,N/A,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,No responde,N/A,N/A
394,07/05/2016,Mayo,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,No responde,N/A,N/A
395,07/05/2016,Mayo,Alemania,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Alemán,N/A,Hostal,N/A,No responde,N/A,N/A
396,07/05/2016,Mayo,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,No responde,N/A,N/A
397,07/05/2016,Mayo,Inglaterra,No responde,Extranjero,N/A,Europa,Masculino,-,N/A,Cultural,N/A,Inglés,N/A,Hotel,N/A,No responde,N/A,N/A
398,10/05/2016,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
399,10/05/2016,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
400,10/05/2016,Mayo,Suiza,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,21,Más de 10 Noches
401,11/05/2016,Mayo,Venezuela,Merida,Extranjero,N/A,America Latina,Masculino,-,N/A,Turismo rural,N/A,Español,N/A,Hotel,N/A,No responde,N/A,N/A
402,11/05/2016,Mayo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,-,N/A,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,No responde,N/A,N/A
403,11/05/2016,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,-,N/A,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
404,11/05/2016,Mayo,Colombia,Cali,Local,Occidente,N/A,Femenino,-,N/A,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
405,11/05/2016,Mayo,Alemania,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Alemán,N/A,Hostal,N/A,No responde,4,4 a 6 Noches
406,11/05/2016,Mayo,México,México,Extranjero,N/A,America Latina,Femenino,-,N/A,Educación y/o Formación,N/A,Español,N/A,Hostal,N/A,Terrestre público,180,Más de 10 Noches
407,11/05/2016,Mayo,España,Sion,Extranjero,N/A,Europa,Masculino,-,N/A,Cultural,N/A,Español,N/A,Otros,Apartamento,Aéreo,30,Más de 10 Noches
408,12/05/2016,Mayo,Inglaterra,Londres,Extranjero,N/A,Europa,Masculino,-,N/A,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
409,12/05/2016,Mayo,Suiza,Ginebra,Extranjero,N/A,Europa,Masculino,-,N/A,Cultural,N/A,Francés,N/A,Otros,N/A,Aéreo,15,Más de 10 Noches
410,12/05/2016,Mayo,Brasil,Belo Horizonte,Extranjero,N/A,America Latina,Masculino,-,N/A,Cultural,N/A,Portugues,N/A,Hotel,N/A,Terrestre público,1,1 Noche
411,05/13/2016,Mayo,Colombia,Cali,Local,Occidente,N/A,Femenino,-,N/A,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
412,05/13/2016,Mayo,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Masculino,-,N/A,Cultural,N/A,Portugues,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
413,05/13/2016,Mayo,España,Sada,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
414,05/14/2016,Mayo,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,-,N/A,Cultural,N/A,Español,N/A,Otros,N/A,No responde,Solo llamada,N/A
415,05/16/2016,Mayo,Argentina,Rosario,Extranjero,N/A,America Latina,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,20,Más de 10 Noches
416,05/16/2016,Mayo,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,-,N/A,Cultural,N/A,Español,N/A,Otros,N/A,Terrestre público,3,2 -3 Noches
417,05/16/2016,Mayo,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,-,N/A,Cultural,N/A,Español,N/A,Otros,N/A,Terrestre público,3,2 -3 Noches
418,05/17/2016,Mayo,Israel,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Otro,Arabe,Hostal,N/A,Aéreo,10,7 a 10 Noches
419,05/17/2016,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,5,4 a 6 Noches
420,05/18/2016,Mayo,Colombia,Medellín,Nacional,Centro,N/A,Masculino,-,N/A,Cultural,N/A,Español,N/A,Vivienda turística,N/A,Aéreo,10,7 a 10 Noches
421,05/18/2016,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Ninguno,N/A,Aéreo,Paso,Paso
422,05/18/2016,Mayo,Holanda,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Otro,neerlandés,Hostal,N/A,Terrestre público,N/A,N/A
423,05/18/2016,Mayo,Holanda,No responde,Extranjero,N/A,Europa,Masculino,-,N/A,Cultural,N/A,Otro,neerlandés,Hostal,N/A,Terrestre público,N/A,N/A
424,05/18/2016,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
425,05/18/2016,Mayo,España,No responde,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,N/A,N/A
426,05/18/2016,Mayo,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,-,N/A,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
427,05/18/2016,Mayo,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,-,N/A,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
428,05/20/2016,Mayo,Colombia,Cali,Local,Occidente,N/A,Masculino,-,N/A,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
429,05/20/2016,Mayo,Francia,Paris,Extranjero,N/A,Europa,Femenino,-,N/A,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
430,05/20/2016,Mayo,Venezuela,Caracas,Extranjero,N/A,America Latina,Masculino,-,N/A,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A,N/A
