Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedendia- Visitantes nacionales,Zona procedendia- Visitantes internacionales,Sexo,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Rango de Tiempo de estancia
600,08/01/2015,Agosto,Inglaterra,Londres,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,Más de 10 noches
601,08/03/2015,Agosto,Finlandia,Helsinki,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Otro,Finlandes,No responde,N/A,Terrestre público,1 Noche
602,08/03/2015,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
603,08/03/2015,Agosto,Corea del Sur,No responde,Extranjero,N/A,Asia,Femenino,21 - 45 años,Cultural,N/A,Otro,Coreano,Hotel,N/A,Terrestre público,7-10 Noches
604,08/03/2015,Agosto,USA,No responde,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,7-10 Noches
605,08/03/2015,Agosto,Belgica,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Otro,Neerlandés,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
606,08/03/2015,Agosto,Belgica,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Otro,Neerlandés,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
607,08/03/2015,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
608,08/03/2015,Agosto,Alemania,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
609,08/03/2015,Agosto,Francia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,2-3 Noches
610,07/04/2015,Julio,Austria,No responde,Extranjero,N/A,Oceania,Femenino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7-10 Noches
611,07/04/2015,Julio,Austria,No responde,Extranjero,N/A,Oceania,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7-10 Noches
612,07/04/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
613,07/04/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
614,07/04/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
615,07/04/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
616,07/04/2015,Julio,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
617,07/04/2015,Julio,Colombia,Medellín,Nacional,Centro,N/A,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
618,07/04/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
619,07/04/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
620,07/04/2015,Julio,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
621,07/04/2015,Julio,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Visita parientes o amigos,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
622,08/05/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
623,08/05/2015,Agosto,Suiza,Freienbach,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
624,08/05/2015,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
625,08/05/2015,Agosto,Argentina,Neuquén,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
626,08/05/2015,Agosto,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
627,08/13/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
628,08/13/2015,Agosto,Argentina,La Plata,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4-6 Noches
629,08/13/2015,Agosto,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,1 Noche
630,08/13/2015,Agosto,Inglaterra,Londres,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
631,08/13/2015,Agosto,España,Valencia,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
632,08/13/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
633,08/13/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
634,08/13/2015,Agosto,Letonia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Otro,Letón,Vivienda familiar o amigos,N/A,Aéreo,N/A
635,08/13/2015,Agosto,Argentina,Salta,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Otros,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
636,08/13/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
637,08/13/2015,Agosto,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
638,08/13/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Negocios,N/A,Español,N/A,Reside,N/A,Reside,Reside
639,08/13/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
640,08/13/2015,Agosto,Francia,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
641,08/13/2015,Agosto,Sudáfrica,No responde,Extranjero,N/A,Africa,Femenino,21 - 45 años,Turismo rural,N/A,Otro,Afrikaans,Hostal,N/A,Aéreo,2-3 Noches
642,08/12/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
643,08/12/2015,Agosto,Aruba,Oranjestad,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Otro,Holandes,Hotel,N/A,Aéreo,2-3 Noches
644,08/12/2015,Agosto,España,Caceres,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
645,08/12/2015,Agosto,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,7-10 Noches
646,08/12/2015,Agosto,Australia,No responde,Extranjero,N/A,Oceania,Femenino,21 - 45 años,Otros,N/A,Inglés,N/A,Hotel,N/A,Aéreo,2-3 Noches
647,08/12/2015,Agosto,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Otros,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
648,08/12/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Otros,N/A,Español,N/A,Reside,N/A,Reside,Reside
649,08/12/2015,Agosto,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
650,08/12/2015,Agosto,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
651,08/12/2015,Agosto,Colombia,Leticia,Nacional,Sur,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,N/A
654,08/12/2015,Agosto,Colombia,Barranquilla,Nacional,Norte,N/A,Masculino,Más de 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
655,08/12/2015,Agosto,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,Más de 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
656,08/12/2015,Agosto,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,Más de 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
657,08/14/2015,Agosto,México,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,7-10 Noches
658,08/14/2015,Agosto,México,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,7-10 Noches
659,08/14/2015,Agosto,Italia,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Italiano,N/A,Hotel,N/A,Aéreo,7-10 Noches
660,08/14/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
661,08/18/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
662,08/18/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
663,08/24/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
664,08/24/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
665,08/24/2015,Agosto,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4-6 Noches
666,08/24/2015,Agosto,Colombia,Guajira,Nacional,Norte,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
667,08/25/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Negocios,N/A,Español,N/A,Reside,N/A,Reside,Reside
668,08/25/2015,Agosto,España,Madrid,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
669,08/25/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
670,08/25/2015,Agosto,Finlandia,Helsinki,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Otro,Finlandes,Hotel,N/A,Terrestre público,2-3 Noches
671,08/27/2015,Agosto,Inglaterra,Londres,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
672,08/27/2015,Agosto,Ecuador,No responde,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
673,08/27/2015,Agosto,Ecuador,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
674,08/27/2015,Agosto,USA,Tennessi,Extranjero,N/A,Norteamerica,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Otra,Posada,Terrestre público,4-6 Noches
675,08/27/2015,Agosto,Holanda,Leiden,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Otro,Holandes,Hostal,N/A,Aéreo,4-6 Noches
676,08/27/2015,Agosto,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,No responde,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
677,08/27/2015,Agosto,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,No responde,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
678,08/28/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
679,08/28/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
680,08/28/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
681,08/28/2015,Agosto,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
682,08/28/2015,Agosto,Portugal,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Portugues,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
683,09/01/2015,Septiembre,Corea del Sur,Seúl,Extranjero,N/A,Asia,Masculino,21 - 45 años,Turismo rural,N/A,Otro,Coreano,Hostal,N/A,Terrestre público,2-3 Noches
684,09/01/2015,Septiembre,Colombia,Buga,Nacional,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
685,09/02/2015,Septiembre,Austria,No responde,Extranjero,N/A,Oceania,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
686,09/02/2015,Septiembre,Canada,No responde,Extranjero,N/A,Norteamerica,Masculino,0 - 20 Años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
687,09/02/2015,Septiembre,Austria,No responde,Extranjero,N/A,Oceania,Masculino,0 - 20 Años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
688,09/02/2015,Septiembre,España,Santiago de Compostela,Extranjero,N/A,Europa,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
689,09/02/2015,Septiembre,España,Santiago de Compostela,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
690,09/02/2015,Septiembre,Brasil,Sao Paulo,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2-3 Noches
691,09/03/2015,Septiembre,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,Más de 10 noches
692,09/03/2015,Septiembre,Colombia,Medellín,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,Más de 10 noches
693,09/03/2015,Septiembre,Colombia,Medellín,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre particular,Más de 10 noches
694,09/03/2015,Septiembre,Canada,Castlegar,Extranjero,N/A,Norteamerica,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
695,09/03/2015,Septiembre,Inglaterra,No responde,Extranjero,N/A,Europa,Masculino,0 - 20 Años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
696,09/03/2015,Septiembre,Canada,Vancouver,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,4-6 Noches
697,09/04/2015,Septiembre,Italia,Palermo,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2-3 Noches
698,09/04/2015,Septiembre,Venezuela,Barquisimeto,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,Terrestre público,Más de 10 noches
699,09/04/2015,Septiembre,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
700,09/04/2015,Septiembre,Israel,No responde,Extranjero,N/A,Asia,Masculino,21 - 45 años,Turismo rural,N/A,Otro,Hebreo,Hotel,N/A,Aéreo,4-6 Noches
701,09/05/2015,Septiembre,Brasil,Curitiba,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,2-3 Noches
702,09/05/2015,Septiembre,Brasil,Rio de janeiro,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Aéreo,2-3 Noches
703,09/07/2015,Septiembre,España,No responde,Extranjero,N/A,Europa,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
704,09/11/2015,Septiembre,Colombia,Medellín,Nacional,Centro,N/A,Femenino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
705,09/11/2015,Septiembre,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Turismo rural,N/A,Francés,N/A,Hostal,N/A,Terrestre particular,2-3 Noches
706,09/11/2015,Septiembre,Brasil,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Portugues,N/A,Hostal,N/A,Aéreo,2-3 Noches
707,09/11/2015,Septiembre,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
708,09/11/2015,Septiembre,Colombia,Santander de quilicho,Nacional,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,No responde,N/A,No responde,N/A
709,09/11/2015,Septiembre,Francia,Rennes,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1 Noche
710,09/11/2015,Septiembre,Francia,Rennes,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1 Noche
711,09/14/2015,Septiembre,Colombia,Pereira,Nacional,Centro,N/A,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Otra,N/A,Terrestre público,7-10 Noches
712,09/14/2015,Septiembre,España,Salamanca,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
713,09/16/2015,Septiembre,Perú,Arequipa,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
714,09/16/2015,Septiembre,Perú,Arequipa,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
715,09/16/2015,Septiembre,USA,Los Angeles,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Negocios,N/A,Inglés,N/A,Hotel,N/A,Aéreo,4-6 Noches
716,09/16/2015,Septiembre,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,4-6 Noches
717,09/15/2015,Septiembre,Gran Bretaña,New Leads Aberdeenshire,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,7-10 Noches
718,09/15/2015,Septiembre,Gran Bretaña,New Leads Aberdeenshire,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,7-10 Noches
719,09/15/2015,Septiembre,Francia,Saint-Denis,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
720,09/15/2015,Septiembre,Francia,Saint-Denis,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
721,09/17/2015,Septiembre,Corea del Sur,Seúl,Extranjero,N/A,Asia,Masculino,21 - 45 años,Cultural,N/A,Otro,Coreano,Hotel,N/A,Terrestre público,2-3 Noches
722,09/18/2015,Septiembre,Colombia,Cucuta,Nacional,Norte,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,4-6 Noches
723,09/18/2015,Septiembre,Colombia,No responde,Nacional,Blanco,N/A,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
724,09/18/2015,Septiembre,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
725,09/18/2015,Septiembre,Belgica,Bruselas,Extranjero,N/A,Europa,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Otro,Holandes,Hotel,N/A,Terrestre particular,2-3 Noches
726,09/19/2015,Septiembre,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Alojamiento rural,N/A,Terrestre público,2-3 Noches
727,09/19/2015,Septiembre,Colombia,Barranquilla,Nacional,Norte,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Otra,N/A,Terrestre público,4-6 Noches
728,09/19/2015,Septiembre,China,No responde,Extranjero,N/A,Asia,Masculino,Más de 45 años,Cultural,N/A,Otro,Mandarin,Hotel,N/A,Terrestre público,4-6 Noches
729,09/21/2015,Septiembre,España,Reus,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,7-10 Noches
730,09/21/2015,Septiembre,España,Reus,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,7-10 Noches
731,09/21/2015,Septiembre,Italia,Milan,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Italiano,N/A,Hotel,N/A,Aéreo,7-10 Noches
732,09/21/2015,Septiembre,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
733,09/21/2015,Septiembre,polonia,Krakow,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Otro,Polaco,Hostal,N/A,Terrestre público,1 Noche
734,09/21/2015,Septiembre,España,Madrid,Extranjero,N/A,Europa,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
735,09/22/2015,Septiembre,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
736,09/22/2015,Septiembre,México,Ciudad de México,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
737,09/23/2015,Septiembre,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
738,09/23/2015,Septiembre,Japón,Tokio,Extranjero,N/A,Asia,Femenino,21 - 45 años,Turismo rural,N/A,Otro,japones,Hostal,N/A,Terrestre público,2-3 Noches
739,09/23/2015,Septiembre,Colombia,Villavicencio,Nacional,Oriente,N/A,Masculino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Otra,Apartamento,Terrestre público,Más de 10 noches
740,09/23/2015,Septiembre,México,Ciudad de México,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,Más de 10 noches
741,09/23/2015,Septiembre,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,Más de 10 noches
742,09/23/2015,Septiembre,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
743,09/23/2015,Septiembre,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
744,09/23/2015,Septiembre,Italia,Roma,Extranjero,N/A,Europa,Masculino,Más de 45 años,Turismo rural,N/A,Italiano,N/A,Hotel,N/A,Terrestre público,2-3 Noches
745,09/24/2015,Septiembre,Perú,No responde,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
746,09/24/2015,Septiembre,Perú,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
747,09/24/2015,Septiembre,Ecuador,Salinas,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,4-6 Noches
