Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedendia- Visitantes nacionales,Zona procedendia- Visitantes internacionales,Sexo,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Rango de Tiempo de estancia
1,02/03/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
2,02/04/2015,Febrero,Canada,Quebec,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Otros,Consulta Punto de Información - servicio de transporte,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
3,02/04/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
4,02/04/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
5,02/04/2015,Febrero,Suiza,Schwyz,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda turistica,N/A,Terrestre público,Más de 10 noches
6,02/04/2015,Febrero,USA,California,Extranjero,N/A,Norteamerica,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda turistica,N/A,Aéreo,2-3 Noches
7,02/04/2015,Febrero,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Negocios,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
8,02/05/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Otros,Consulta Punto de Información - Información turistica,Español,N/A,Reside,N/A,Reside,Reside
9,02/06/2015,Febrero,Polonia,Varsovia,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Otro,Polaco,Hostal,N/A,Aéreo,4-6 Noches
10,02/06/2015,Febrero,Polonia,Varsovia,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Otro,Polaco,Hostal,N/A,Aéreo,4-6 Noches
11,02/06/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,No responde,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
12,02/06/2015,Febrero,Brasil,Goiania,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Portugues,N/A,Vivienda turistica,N/A,Terrestre público,2-3 Noches
13,02/07/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
14,02/07/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
15,02/07/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
16,02/07/2015,Febrero,Uruguay,Colonia,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
17,02/07/2015,Febrero,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
18,02/07/2015,Febrero,España,Malaga,Extranjero,N/A,Europa,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,7-10 Noches
19,02/07/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
20,02/09/2015,Febrero,Australia,Innsbrud,Extranjero,N/A,Oceania,Femenino,Más de 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,2-3 Noches
21,02/09/2015,Febrero,Australia,Innsbrud,Extranjero,N/A,Oceania,Masculino,Más de 45 años,Cultural,N/A,Alemán,N/A,Hotel,N/A,Aéreo,2-3 Noches
22,02/09/2015,Febrero,Argentina,Rosario,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
23,02/09/2015,Febrero,Argentina,Rosario,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
24,02/09/2015,Febrero,Brasil,Rio de Janeiro,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
25,02/09/2015,Febrero,Israel,Tel Aviv,Extranjero,N/A,Asia,Masculino,21 - 45 años,Cultural,N/A,Otro,Hebreo,Hotel,N/A,Terrestre público,7-10 Noches
26,02/09/2015,Febrero,Argentina,Bariloche,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
27,02/09/2015,Febrero,Argentina,Caba,Extranjero,N/A,America Latina,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
28,02/09/2015,Febrero,USA,San Francisco,Extranjero,N/A,Norteamerica,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,2-3 Noches
29,02/09/2015,Febrero,Argentina,Caba,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
30,02/10/2015,Febrero,Colombia,Tulua,Nacional,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A
31,02/10/2015,Febrero,Colombia,Manizales,Nacional,Centro,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,No responde,N/A
32,02/10/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
33,02/10/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
34,02/10/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
35,02/10/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,0 - 20 Años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
36,02/10/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,1 Noche
37,02/10/2015,Febrero,México,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
38,02/10/2015,Febrero,Alemania,Calau,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
39,02/10/2015,Febrero,Corea del Sur,Seúl,Extranjero,N/A,Asia,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,1 Noche
40,02/10/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
41,02/11/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
42,02/11/2015,Febrero,Colombia,Buga,Nacional,Occidente,N/A,Masculino,0 - 20 Años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,N/A
43,02/11/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre particular,4-6 Noches
44,02/12/2015,Febrero,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
45,02/12/2015,Febrero,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
46,02/12/2015,Febrero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
47,02/12/2015,Febrero,Argentina,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
48,02/12/2015,Febrero,Colombia,Dos quebradas,Nacional,Centro,N/A,Masculino,Más de 45 años,Otros,Consulta Punto de Información - San cipriano,Español,N/A,No responde,N/A,No responde,N/A
49,02/13/2015,Febrero,Holanda,No responde,Extranjero,N/A,Europa,Masculino,21 - 45 años,Compras,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,4-6 Noches
50,02/13/2015,Febrero,Chile,Valparaiso,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
51,02/13/2015,Febrero,Bolivia,La Paz,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
52,02/13/2015,Febrero,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
53,02/13/2015,Febrero,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
54,02/13/2015,Febrero,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
55,02/13/2015,Febrero,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
56,02/13/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
57,02/14/2015,Febrero,Brasil,Rio de Janeiro,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,2-3 Noches
58,02/14/2015,Febrero,Brasil,Rio de Janeiro,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,2-3 Noches
59,02/14/2015,Febrero,USA,Albuquerque,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Vivienda turistica,N/A,Terrestre público,2-3 Noches
60,02/14/2015,Febrero,Colombia,Barrancabermeja,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
61,02/14/2015,Febrero,Colombia,Barrancabermeja,Nacional,Centro,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
62,02/14/2015,Febrero,Reino unido,Bricmen,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,1 Noche
63,02/14/2015,Febrero,Reino unido,Londres,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,1 Noche
64,02/16/2015,Febrero,Portugal,Lisboa,Extranjero,N/A,Europa,Masculino,21 - 45 años,Negocios,N/A,Portugues,N/A,Hotel,N/A,Aéreo,2-3 Noches
65,02/16/2015,Febrero,Portugal,Lisboa,Extranjero,N/A,Europa,Masculino,21 - 45 años,Negocios,N/A,Portugues,N/A,Hotel,N/A,Aéreo,2-3 Noches
66,02/16/2015,Febrero,Colombia,Roldanillo,Nacional,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,No responde,N/A,No responde,N/A
67,02/16/2015,Febrero,Argentina,Resistencia,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
68,02/16/2015,Febrero,Argentina,Resistencia,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,2-3 Noches
69,02/16/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Reside,N/A,Reside,Reside
70,02/16/2015,Febrero,Brasil,Sao Paulo,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Otros,Viaje en busca de amor,Portugues,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
71,02/16/2015,Febrero,México,Ciudad de México,Extranjero,N/A,America Latina,Femenino,0 - 20 Años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2-3 Noches
72,02/16/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
73,02/17/2015,Febrero,Argentina,Tucuman,Extranjero,N/A,America Latina,Masculino,0 - 20 Años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
74,02/17/2015,Febrero,Argentina,Tucuman,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
75,02/17/2015,Febrero,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
76,02/17/2015,Febrero,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,4-6 Noches
77,02/18/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
78,02/18/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,7-10 Noches
79,02/19/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
80,02/19/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
81,02/19/2015,Febrero,Alemania,Colonia,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
82,02/19/2015,Febrero,Alemania,Colonia,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
83,02/19/2015,Febrero,Alemania,Colonia,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
84,02/19/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
85,02/19/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
86,02/19/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
87,02/20/2015,Febrero,Francia,Bordeaux,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
88,02/20/2015,Febrero,Francia,Aix.en.Provence,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
89,02/20/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
90,02/20/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,4-6 Noches
91,02/20/2015,Febrero,Brasil,Sao Paulo,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre particular,4-6 Noches
92,02/20/2015,Febrero,Brasil,Sao Paulo,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre particular,4-6 Noches
93,02/20/2015,Febrero,Paises Bajos,Den Helder,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Aéreo,4-6 Noches
94,02/21/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
95,02/21/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
96,02/23/2015,Febrero,Suecia,No responde,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
97,02/23/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
98,02/23/2015,Febrero,Chile,Santiago de Chile,Extranjero,N/A,America Latina,Femenino,Más de 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
99,02/23/2015,Febrero,Belgica,Bruselas,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Terrestre público,2-3 Noches
100,02/23/2015,Febrero,Perú,Lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,7-10 Noches
101,02/23/2015,Febrero,Brasil,Torrinha,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Portugues,N/A,Vivienda familiar o amigos,N/A,Terrestre público,Más de 10 noches
102,02/23/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
103,02/23/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
104,02/23/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
105,02/23/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
106,02/23/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Masculino,0 - 20 Años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
107,02/23/2015,Febrero,Francia,Paris,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,2-3 Noches
108,02/24/2015,Febrero,España,Vigo,Extranjero,N/A,Europa,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,4-6 Noches
109,02/24/2015,Febrero,Australia,Cairns,Extranjero,N/A,Oceania,Femenino,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,Más de 10 noches
110,02/24/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
111,02/24/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
112,02/24/2015,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,0 - 20 Años,Educación y/o Formación,N/A,Español,N/A,Reside,N/A,Reside,Reside
113,02/25/2015,Febrero,Alemania,Aschaffenburg,Extranjero,N/A,Europa,Femenino,0 - 20 Años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,2-3 Noches
114,02/25/2015,Febrero,México,Ciudad de México,Extranjero,N/A,America Latina,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
115,02/26/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
116,02/26/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,2-3 Noches
117,02/26/2015,Febrero,Colombia,Medellín,Nacional,Centro,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
118,02/26/2015,Febrero,Argentina,Neuquén,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
119,02/27/2015,Febrero,Argentina,No responde,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre público,2-3 Noches
120,02/27/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
121,02/27/2015,Febrero,Colombia,Bogota,Nacional,Centro,N/A,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,4-6 Noches
122,02/28/2015,Febrero,Italia,Oristano,Extranjero,N/A,Europa,Femenino,No responde,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2-3 Noches
123,02/28/2015,Febrero,Italia,Oristano,Extranjero,N/A,Europa,Masculino,No responde,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,2-3 Noches
124,02/28/2015,Febrero,España,Logroño,Extranjero,N/A,Europa,Masculino,No responde,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
125,03/02/2015,Marzo,Francia,Annemasse,Extranjero,N/A,Europa,Masculino,21 - 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
126,03/02/2015,Marzo,Francia,Annemasse,Extranjero,N/A,Europa,Femenino,Más de 45 años,Cultural,N/A,Francés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
127,03/02/2015,Marzo,Alemania,Keel,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Aéreo,7-10 Noches
128,03/02/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,Más de 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
129,03/02/2015,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1 Noche
130,03/02/2015,Marzo,Argentina,Lago Puelo,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
131,03/02/2015,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
132,03/03/2015,Marzo,inglaterra,Londres,Extranjero,N/A,Europa,Masculino,Más de 45 años,Educación y/o Formación,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7-10 Noches
133,03/03/2015,Marzo,italia,ravvena,Extranjero,N/A,Europa,Masculino,Más de 45 años,Cultural,N/A,Italiano,N/A,Hostal,N/A,Terrestre público,Más de 10 noches
134,03/03/2015,Marzo,México,pachuca,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1 Noche
135,03/04/2015,Marzo,argentina,No responde,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,2-3 Noches
136,03/04/2015,Marzo,Perú,lima,Extranjero,N/A,America Latina,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
137,03/04/2015,Marzo,Perú,lima,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
138,03/04/2015,Marzo,Colombia,putumayo,Nacional,Sur,N/A,Femenino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
139,03/04/2015,Marzo,Colombia,putumayo,Nacional,Sur,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4-6 Noches
140,03/05/2015,Marzo,inglaterra,Londres,Extranjero,N/A,Europa,Masculino,Más de 45 años,Educación y/o Formación,N/A,Inglés,N/A,Hotel,N/A,Aéreo,2-3 Noches
141,03/05/2015,Marzo,canada,montreal,Extranjero,N/A,Norteamerica,Masculino,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
142,03/05/2015,Marzo,canada,montreal,Extranjero,N/A,Norteamerica,Femenino,Más de 45 años,Turismo rural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Aéreo,Más de 10 noches
143,03/05/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,Más de 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
144,03/05/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,21 - 45 años,Turismo rural,N/A,Español,N/A,Reside,N/A,Reside,Reside
145,03/05/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
146,03/06/2015,Marzo,Francia,No responde,Extranjero,N/A,Europa,Femenino,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hotel,N/A,Aéreo,2-3 Noches
147,03/06/2015,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21 - 45 años,Cultural,N/A,Español,N/A,Reside,N/A,Reside,Reside
148,03/09/2015,Marzo,argentina,santa fe,Extranjero,N/A,America Latina,Masculino,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,2-3 Noches
